word,tag,category,subcategory,type
ineğimiz,NOUN-ANIM,Noun,Animate,Animate
ineğiniz,NOUN-ANIM,Noun,Animate,Animate
ineğleri,NOUN-ANIM,Noun,Animate,Animate
kartalım,NOUN-ANIM,Noun,Animate,Animate
kartalın,NOUN-ANIM,Noun,Animate,Animate
kartalı,NOUN-ANIM,Noun,Animate,Animate
kartalımız,NOUN-ANIM,Noun,Animate,Animate
kartalınız,NOUN-ANIM,Noun,Animate,Animate
kartalları,NOUN-ANIM,Noun,Animate,Animate
radyom,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
radyon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
radyosı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
radyomız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
radyonız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
radyosı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
baykuşum,NOUN-ANIM,Noun,Animate,Animate
baykuşun,NOUN-ANIM,Noun,Animate,Animate
baykuşu,NOUN-ANIM,Noun,Animate,Animate
baykuşumuz,NOUN-ANIM,Noun,Animate,Animate
baykuşunuz,NOUN-ANIM,Noun,Animate,Animate
baykuşları,NOUN-ANIM,Noun,Animate,Animate
insanım,NOUN-ANIM,Noun,Animate,Animate
insanın,NOUN-ANIM,Noun,Animate,Animate
insanı,NOUN-ANIM,Noun,Animate,Animate
insanımız,NOUN-ANIM,Noun,Animate,Animate
insanınız,NOUN-ANIM,Noun,Animate,Animate
insanları,NOUN-ANIM,Noun,Animate,Animate
televizyonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
doğum günüm,NOUN-INANIM-EVT,Noun,Inanimate,Event
doğum günün,NOUN-INANIM-EVT,Noun,Inanimate,Event
doğum günüsi,NOUN-INANIM-EVT,Noun,Inanimate,Event
doğum günümiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
doğum gününiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
doğum günüsi,NOUN-INANIM-EVT,Noun,Inanimate,Event
aslanım,NOUN-ANIM,Noun,Animate,Animate
aslanın,NOUN-ANIM,Noun,Animate,Animate
aslanı,NOUN-ANIM,Noun,Animate,Animate
aslanımız,NOUN-ANIM,Noun,Animate,Animate
aslanınız,NOUN-ANIM,Noun,Animate,Animate
aslanları,NOUN-ANIM,Noun,Animate,Animate
şapkam,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkan,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkamız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkanız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğünüm,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünün,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünü,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünümüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğününüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurdum,NOUN-ANIM,Noun,Animate,Animate
kurdun,NOUN-ANIM,Noun,Animate,Animate
kurdu,NOUN-ANIM,Noun,Animate,Animate
kurdumuz,NOUN-ANIM,Noun,Animate,Animate
kurdunuz,NOUN-ANIM,Noun,Animate,Animate
kurdları,NOUN-ANIM,Noun,Animate,Animate
ayakkabım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayakkabın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayakkabısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayakkabımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayakkabınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayakkabısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saadları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameram,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameran,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamerası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameramız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameranız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamerası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanım,NOUN-ANIM,Noun,Animate,Animate
yılanın,NOUN-ANIM,Noun,Animate,Animate
yılanı,NOUN-ANIM,Noun,Animate,Animate
yılanımız,NOUN-ANIM,Noun,Animate,Animate
yılanınız,NOUN-ANIM,Noun,Animate,Animate
yılanları,NOUN-ANIM,Noun,Animate,Animate
tilkim,NOUN-ANIM,Noun,Animate,Animate
tilkin,NOUN-ANIM,Noun,Animate,Animate
tilkisi,NOUN-ANIM,Noun,Animate,Animate
tilkimiz,NOUN-ANIM,Noun,Animate,Animate
tilkiniz,NOUN-ANIM,Noun,Animate,Animate
tilkisi,NOUN-ANIM,Noun,Animate,Animate
halım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
dersim,NOUN-INANIM-EVT,Noun,Inanimate,Event
dersin,NOUN-INANIM-EVT,Noun,Inanimate,Event
dersi,NOUN-INANIM-EVT,Noun,Inanimate,Event
dersimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
dersiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
dersleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
arım,NOUN-ANIM,Noun,Animate,Animate
arın,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
arımız,NOUN-ANIM,Noun,Animate,Animate
arınız,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
şemsiyem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyen,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyemiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyeniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kapanışım,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışın,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışları,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplanım,NOUN-ANIM,Noun,Animate,Animate
kaplanın,NOUN-ANIM,Noun,Animate,Animate
kaplanı,NOUN-ANIM,Noun,Animate,Animate
kaplanımız,NOUN-ANIM,Noun,Animate,Animate
kaplanınız,NOUN-ANIM,Noun,Animate,Animate
kaplanları,NOUN-ANIM,Noun,Animate,Animate
tabağım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
etkinliğim,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğin,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliği,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurbağam,NOUN-ANIM,Noun,Animate,Animate
kurbağan,NOUN-ANIM,Noun,Animate,Animate
kurbağası,NOUN-ANIM,Noun,Animate,Animate
kurbağamız,NOUN-ANIM,Noun,Animate,Animate
kurbağanız,NOUN-ANIM,Noun,Animate,Animate
kurbağası,NOUN-ANIM,Noun,Animate,Animate
cenazem,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazen,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazemiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazeniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
kuşum,NOUN-ANIM,Noun,Animate,Animate
kuşun,NOUN-ANIM,Noun,Animate,Animate
kuşu,NOUN-ANIM,Noun,Animate,Animate
kuşumuz,NOUN-ANIM,Noun,Animate,Animate
kuşunuz,NOUN-ANIM,Noun,Animate,Animate
kuşları,NOUN-ANIM,Noun,Animate,Animate
eşeğim,NOUN-ANIM,Noun,Animate,Animate
eşeğin,NOUN-ANIM,Noun,Animate,Animate
eşeği,NOUN-ANIM,Noun,Animate,Animate
eşeğimiz,NOUN-ANIM,Noun,Animate,Animate
eşeğiniz,NOUN-ANIM,Noun,Animate,Animate
eşeğleri,NOUN-ANIM,Noun,Animate,Animate
telefonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanım,NOUN-ANIM,Noun,Animate,Animate
yılanın,NOUN-ANIM,Noun,Animate,Animate
yılanı,NOUN-ANIM,Noun,Animate,Animate
yılanımız,NOUN-ANIM,Noun,Animate,Animate
yılanınız,NOUN-ANIM,Noun,Animate,Animate
yılanları,NOUN-ANIM,Noun,Animate,Animate
zürafam,NOUN-ANIM,Noun,Animate,Animate
zürafan,NOUN-ANIM,Noun,Animate,Animate
zürafası,NOUN-ANIM,Noun,Animate,Animate
zürafamız,NOUN-ANIM,Noun,Animate,Animate
zürafanız,NOUN-ANIM,Noun,Animate,Animate
zürafası,NOUN-ANIM,Noun,Animate,Animate
ineğim,NOUN-ANIM,Noun,Animate,Animate
ineğin,NOUN-ANIM,Noun,Animate,Animate
ineği,NOUN-ANIM,Noun,Animate,Animate
ineğimiz,NOUN-ANIM,Noun,Animate,Animate
ineğiniz,NOUN-ANIM,Noun,Animate,Animate
ineğleri,NOUN-ANIM,Noun,Animate,Animate
konserim,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserin,NOUN-INANIM-EVT,Noun,Inanimate,Event
konseri,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
konseriniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplumbağam,NOUN-ANIM,Noun,Animate,Animate
kaplumbağan,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
kaplumbağamız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağanız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
kartalım,NOUN-ANIM,Noun,Animate,Animate
kartalın,NOUN-ANIM,Noun,Animate,Animate
kartalı,NOUN-ANIM,Noun,Animate,Animate
kartalımız,NOUN-ANIM,Noun,Animate,Animate
kartalınız,NOUN-ANIM,Noun,Animate,Animate
kartalları,NOUN-ANIM,Noun,Animate,Animate
balığım,NOUN-ANIM,Noun,Animate,Animate
balığın,NOUN-ANIM,Noun,Animate,Animate
balığı,NOUN-ANIM,Noun,Animate,Animate
balığımız,NOUN-ANIM,Noun,Animate,Animate
balığınız,NOUN-ANIM,Noun,Animate,Animate
balığları,NOUN-ANIM,Noun,Animate,Animate
anahtarım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitabları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanım,NOUN-ANIM,Noun,Animate,Animate
yılanın,NOUN-ANIM,Noun,Animate,Animate
yılanı,NOUN-ANIM,Noun,Animate,Animate
yılanımız,NOUN-ANIM,Noun,Animate,Animate
yılanınız,NOUN-ANIM,Noun,Animate,Animate
yılanları,NOUN-ANIM,Noun,Animate,Animate
gezim,NOUN-INANIM-EVT,Noun,Inanimate,Event
gezin,NOUN-INANIM-EVT,Noun,Inanimate,Event
gezisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gezimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
geziniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gezisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
pencerem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
penceren,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
penceresi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
penceremiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pencereniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
penceresi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemim,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemin,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemimiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaleminiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemleri,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kelebeğim,NOUN-ANIM,Noun,Animate,Animate
kelebeğin,NOUN-ANIM,Noun,Animate,Animate
kelebeği,NOUN-ANIM,Noun,Animate,Animate
kelebeğimiz,NOUN-ANIM,Noun,Animate,Animate
kelebeğiniz,NOUN-ANIM,Noun,Animate,Animate
kelebeğleri,NOUN-ANIM,Noun,Animate,Animate
etkinliğim,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğin,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliği,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayarım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sineğim,NOUN-ANIM,Noun,Animate,Animate
sineğin,NOUN-ANIM,Noun,Animate,Animate
sineği,NOUN-ANIM,Noun,Animate,Animate
sineğimiz,NOUN-ANIM,Noun,Animate,Animate
sineğiniz,NOUN-ANIM,Noun,Animate,Animate
sineğleri,NOUN-ANIM,Noun,Animate,Animate
yastığım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastığları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşeğim,NOUN-ANIM,Noun,Animate,Animate
eşeğin,NOUN-ANIM,Noun,Animate,Animate
eşeği,NOUN-ANIM,Noun,Animate,Animate
eşeğimiz,NOUN-ANIM,Noun,Animate,Animate
eşeğiniz,NOUN-ANIM,Noun,Animate,Animate
eşeğleri,NOUN-ANIM,Noun,Animate,Animate
pantolonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masam,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masan,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masamız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masanız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyen,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyemiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyeniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaplumbağam,NOUN-ANIM,Noun,Animate,Animate
kaplumbağan,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
kaplumbağamız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağanız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
düğünüm,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünün,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünü,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünümüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğününüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayım,NOUN-ANIM,Noun,Animate,Animate
ayın,NOUN-ANIM,Noun,Animate,Animate
ayısı,NOUN-ANIM,Noun,Animate,Animate
ayımız,NOUN-ANIM,Noun,Animate,Animate
ayınız,NOUN-ANIM,Noun,Animate,Animate
ayısı,NOUN-ANIM,Noun,Animate,Animate
cenazem,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazen,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazemiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazeniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğim,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğin,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliği,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
tavşanım,NOUN-ANIM,Noun,Animate,Animate
tavşanın,NOUN-ANIM,Noun,Animate,Animate
tavşanı,NOUN-ANIM,Noun,Animate,Animate
tavşanımız,NOUN-ANIM,Noun,Animate,Animate
tavşanınız,NOUN-ANIM,Noun,Animate,Animate
tavşanları,NOUN-ANIM,Noun,Animate,Animate
partim,NOUN-INANIM-EVT,Noun,Inanimate,Event
partin,NOUN-INANIM-EVT,Noun,Inanimate,Event
partisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
partimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
partiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
partisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğim,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğin,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliği,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinliğleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterim,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterin,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteriniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
çantam,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çantan,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çantası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çantamız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çantanız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çantası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğüm,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğün,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğü,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğümüz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğünüz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlüğleri,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemim,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemin,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemimiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaleminiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemleri,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşeğim,NOUN-ANIM,Noun,Animate,Animate
eşeğin,NOUN-ANIM,Noun,Animate,Animate
eşeği,NOUN-ANIM,Noun,Animate,Animate
eşeğimiz,NOUN-ANIM,Noun,Animate,Animate
eşeğiniz,NOUN-ANIM,Noun,Animate,Animate
eşeğleri,NOUN-ANIM,Noun,Animate,Animate
pantolonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
toplantım,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantın,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantısı,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantısı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kedim,NOUN-ANIM,Noun,Animate,Animate
kedin,NOUN-ANIM,Noun,Animate,Animate
kedisi,NOUN-ANIM,Noun,Animate,Animate
kedimiz,NOUN-ANIM,Noun,Animate,Animate
kediniz,NOUN-ANIM,Noun,Animate,Animate
kedisi,NOUN-ANIM,Noun,Animate,Animate
gösterimim,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimin,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteriminiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyedim,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyedin,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyedi,NOUN-INANIM-EVT,Noun,Inanimate,Event
